Date,Open,High,Low,Close,Adj Close,Volume
2019-04-30,0.294320,0.311631,0.293542,0.309476,0.309476,1229331267
2019-05-01,0.309490,0.311585,0.302282,0.304696,0.304696,914654614
2019-05-02,0.304735,0.305553,0.302567,0.303239,0.303239,890538619
2019-05-03,0.303232,0.313298,0.301475,0.308222,0.308222,1221399046
2019-05-04,0.308173,0.315657,0.300752,0.304552,0.304552,1162919063
2019-05-05,0.304628,0.305519,0.299611,0.302342,0.302342,805245812
2019-05-06,0.302275,0.305754,0.296443,0.302389,0.302389,1048970512
2019-05-07,0.302092,0.306428,0.299478,0.299684,0.299684,1082385112
2019-05-08,0.299022,0.301500,0.297536,0.300721,0.300721,927526280
2019-05-09,0.300582,0.302173,0.294397,0.296509,0.296509,857521678
2019-05-10,0.296523,0.302207,0.294114,0.300387,0.300387,1057594529
2019-05-11,0.300312,0.336324,0.300172,0.324543,0.324543,2226303541
2019-05-12,0.324265,0.327684,0.307292,0.310074,0.310074,2000224167
2019-05-13,0.310118,0.330486,0.308434,0.325475,0.325475,1973949373
2019-05-14,0.325111,0.417289,0.323816,0.409062,0.409062,5834207845
2019-05-15,0.408673,0.460802,0.407264,0.456005,0.456005,4535603094
2019-05-16,0.455692,0.474619,0.401363,0.419707,0.419707,4730708975
2019-05-17,0.419676,0.423509,0.366435,0.386193,0.386193,3644156225
2019-05-18,0.388622,0.391527,0.368175,0.372736,0.372736,1866646601
2019-05-19,0.372647,0.423387,0.370944,0.417700,0.417700,2803922255
2019-05-20,0.417456,0.417456,0.384647,0.398003,0.398003,2258366889
2019-05-21,0.398209,0.403105,0.389302,0.397603,0.397603,1811582122
2019-05-22,0.397493,0.407428,0.373879,0.376637,0.376637,2028827460
2019-05-23,0.376736,0.383126,0.366805,0.381204,0.381204,1595345471
2019-05-24,0.381313,0.392683,0.374502,0.384541,0.384541,1872678192
2019-05-25,0.384804,0.393600,0.383478,0.387040,0.387040,1363572843
2019-05-26,0.387129,0.409859,0.379447,0.408413,0.408413,1848938650
2019-05-27,0.408397,0.440374,0.407021,0.434168,0.434168,2736949591
2019-05-28,0.433781,0.453887,0.421021,0.446549,0.446549,3193961851
2019-05-29,0.446747,0.453277,0.424314,0.443713,0.443713,2538438749
2019-05-30,0.443786,0.469458,0.413677,0.422395,0.422395,3527827315
2019-05-31,0.422332,0.440177,0.412928,0.438574,0.438574,2225730799
2019-06-01,0.438711,0.440843,0.424181,0.430583,0.430583,1740720642
2019-06-02,0.430953,0.445865,0.429799,0.444785,0.444785,1595105832
2019-06-03,0.444674,0.459579,0.424949,0.425764,0.425764,2544969218
2019-06-04,0.425415,0.425415,0.391093,0.400667,0.400667,2537240038
2019-06-05,0.400272,0.407157,0.392688,0.402732,0.402732,1768216479
2019-06-06,0.402333,0.420554,0.394918,0.419540,0.419540,2014934546
2019-06-07,0.419548,0.430532,0.416001,0.423130,0.423130,1659632775
2019-06-08,0.423261,0.425115,0.407667,0.412411,0.412411,1244578044
2019-06-09,0.412689,0.413613,0.379967,0.388266,0.388266,1575002838
2019-06-10,0.388186,0.404672,0.383885,0.400427,0.400427,1477656039
2019-06-11,0.400674,0.402053,0.387196,0.394261,0.394261,1186383476
2019-06-12,0.394351,0.403183,0.390625,0.401760,0.401760,1221700743
2019-06-13,0.401696,0.407459,0.399352,0.400887,0.400887,1209093571
2019-06-14,0.400839,0.407512,0.393815,0.405921,0.405921,1262403987
2019-06-15,0.405759,0.412854,0.403475,0.410419,0.410419,1344741903
2019-06-16,0.410535,0.438876,0.408303,0.427516,0.427516,1981370152
2019-06-17,0.427161,0.459385,0.427092,0.448080,0.448080,1979014573
2019-06-18,0.447815,0.454499,0.423634,0.428761,0.428761,1832910177
2019-06-19,0.428757,0.438121,0.426449,0.436817,0.436817,1150637870
2019-06-20,0.436565,0.436714,0.423504,0.429823,0.429823,1296288449
2019-06-21,0.429813,0.446312,0.429535,0.443188,0.443188,1546835769
2019-06-22,0.443629,0.505467,0.442571,0.474764,0.474764,3641363867
2019-06-23,0.474858,0.488133,0.465424,0.468291,0.468291,2114801632
2019-06-24,0.468564,0.472181,0.452162,0.470088,0.470088,1641873591
2019-06-25,0.470534,0.473553,0.458875,0.468229,0.468229,1958460938
2019-06-26,0.468444,0.494310,0.460844,0.467451,0.467451,3581004665
2019-06-27,0.467701,0.470648,0.395387,0.408754,0.408754,3038678719
2019-06-28,0.409027,0.427994,0.402158,0.427315,0.427315,1974643651
2019-06-29,0.427877,0.429711,0.405958,0.429378,0.429378,1775096156
2019-06-30,0.429180,0.429180,0.396411,0.396411,0.396411,1570726856
2019-07-01,0.395900,0.417618,0.389673,0.406862,0.406862,1783852226
2019-07-02,0.406414,0.409737,0.384477,0.400204,0.400204,1676193189
2019-07-03,0.400178,0.409239,0.396724,0.408532,0.408532,1436716899
2019-07-04,0.408316,0.408655,0.387974,0.388719,0.388719,1385563454
2019-07-05,0.388729,0.388729,0.375611,0.378964,0.378964,1286860595
2019-07-06,0.379139,0.408374,0.378463,0.389055,0.389055,1521409875
2019-07-07,0.389503,0.398887,0.387624,0.397047,0.397047,1210813690
2019-07-08,0.397261,0.402690,0.392328,0.401533,0.401533,1253488309
2019-07-09,0.401645,0.406549,0.391286,0.394168,0.394168,1413299253
2019-07-10,0.394857,0.397920,0.352078,0.363775,0.363775,2300685763
2019-07-11,0.363446,0.363634,0.322926,0.330335,0.330335,2056220396
2019-07-12,0.330343,0.349789,0.323298,0.344118,0.344118,1641965115
2019-07-13,0.344704,0.345083,0.325289,0.332179,0.332179,1076509239
2019-07-14,0.332685,0.334864,0.305326,0.306426,0.306426,1365358144
2019-07-15,0.306575,0.321783,0.298669,0.315310,0.315310,1638295919
2019-07-16,0.315186,0.320242,0.291294,0.296726,0.296726,1527503243
2019-07-17,0.296762,0.322181,0.294550,0.310613,0.310613,2478342585
2019-07-18,0.310748,0.326506,0.306624,0.323176,0.323176,1460358426
2019-07-19,0.322964,0.324509,0.314147,0.320605,0.320605,1181194676
2019-07-20,0.320490,0.340477,0.320079,0.333209,0.333209,1288327249
2019-07-21,0.333682,0.335870,0.323308,0.331309,0.331309,1045044900
2019-07-22,0.331368,0.331670,0.318133,0.322106,0.322106,1079720970
2019-07-23,0.322267,0.322349,0.307652,0.309926,0.309926,1015322888
2019-07-24,0.309885,0.316471,0.305276,0.315947,0.315947,1222619064
2019-07-25,0.315859,0.321363,0.313881,0.314810,0.314810,1086214216
2019-07-26,0.314740,0.324508,0.309720,0.323530,0.323530,1039753781
2019-07-27,0.323512,0.326285,0.307301,0.310528,0.310528,1163969614
2019-07-28,0.310631,0.312774,0.304110,0.312288,0.312288,846655034
2019-07-29,0.311996,0.313812,0.308020,0.310658,0.310658,807093679
2019-07-30,0.311090,0.320407,0.307865,0.318470,0.318470,928714010
2019-07-31,0.317887,0.322465,0.317244,0.320909,0.320909,996700948
2019-08-01,0.320734,0.320851,0.313134,0.317906,0.317906,882867288
2019-08-02,0.317809,0.318876,0.310844,0.312394,0.312394,816728848
2019-08-03,0.312506,0.319651,0.311696,0.316757,0.316757,789419360
2019-08-04,0.316862,0.322925,0.312325,0.319842,0.319842,926896287
2019-08-05,0.319723,0.331414,0.319410,0.323564,0.323564,1203381139
2019-08-06,0.324018,0.324946,0.308895,0.311326,0.311326,1069603911
2019-08-07,0.311492,0.315573,0.308720,0.311969,0.311969,967534123
2019-08-08,0.311785,0.312618,0.305112,0.307661,0.307661,907305889
2019-08-09,0.307567,0.308218,0.293271,0.297343,0.297343,1021136188
2019-08-10,0.297245,0.304747,0.293443,0.298721,0.298721,1077459339
2019-08-11,0.298566,0.306181,0.296911,0.301915,0.301915,838671654
2019-08-12,0.302169,0.303528,0.298506,0.300322,0.300322,762308356
2019-08-13,0.300661,0.301178,0.293562,0.296639,0.296639,853175560
2019-08-14,0.296719,0.297220,0.252390,0.263343,0.263343,1794754610
2019-08-15,0.263707,0.268241,0.256112,0.264882,0.264882,1342788578
2019-08-16,0.265075,0.265452,0.256977,0.261971,0.261971,1133224404
2019-08-17,0.261885,0.268046,0.259252,0.265721,0.265721,1004931822
2019-08-18,0.265714,0.288718,0.263579,0.282646,0.282646,1216547019
2019-08-19,0.282290,0.289091,0.278425,0.283328,0.283328,1241578947
2019-08-20,0.283159,0.283241,0.273442,0.275806,0.275806,1056822925
2019-08-21,0.275765,0.275765,0.260688,0.266261,0.266261,1164536124
2019-08-22,0.265802,0.273342,0.261967,0.270944,0.270944,1065712731
2019-08-23,0.270575,0.277568,0.268560,0.276545,0.276545,999419343
2019-08-24,0.276543,0.276543,0.267527,0.272553,0.272553,934380519
2019-08-25,0.272612,0.274924,0.267954,0.270088,0.270088,964693737
2019-08-26,0.269946,0.277432,0.268575,0.270788,0.270788,1332395984
2019-08-27,0.270899,0.271042,0.266216,0.269618,0.269618,1028940804
2019-08-28,0.269583,0.270293,0.252948,0.257450,0.257450,1275267910
2019-08-29,0.257461,0.261091,0.249951,0.257045,0.257045,1279995807
2019-08-30,0.256951,0.257325,0.252734,0.256218,0.256218,997071647
2019-08-31,0.256195,0.260507,0.255454,0.259204,0.259204,845142390
2019-09-01,0.259171,0.259659,0.254306,0.258054,0.258054,825579908
2019-09-02,0.258064,0.262465,0.254383,0.260820,0.260820,1044772829
2019-09-03,0.260838,0.265279,0.258163,0.263139,0.263139,1162545093
2019-09-04,0.263185,0.263185,0.258212,0.259905,0.259905,1068332805
2019-09-05,0.259912,0.260707,0.254960,0.256346,0.256346,1050490375
2019-09-06,0.256269,0.259332,0.250805,0.252340,0.252340,1063044201
2019-09-07,0.252411,0.262488,0.251273,0.260687,0.260687,962765309
2019-09-08,0.260777,0.264973,0.259270,0.263084,0.263084,1043077809
2019-09-09,0.263247,0.263694,0.257643,0.259562,0.259562,1157441363
2019-09-10,0.259690,0.263649,0.256105,0.258671,0.258671,975503111
2019-09-11,0.258692,0.259832,0.253401,0.255956,0.255956,992565704
2019-09-12,0.255973,0.257015,0.252555,0.254811,0.254811,974717877
2019-09-13,0.254795,0.256326,0.253137,0.255551,0.255551,869481607
2019-09-14,0.255485,0.264492,0.254848,0.261167,0.261167,1005057194
2019-09-15,0.261170,0.264858,0.259714,0.261628,0.261628,859761210
2019-09-16,0.261574,0.263923,0.259181,0.260952,0.260952,878264190
2019-09-17,0.260862,0.294556,0.260308,0.285013,0.285013,1981364786
2019-09-18,0.284163,0.322034,0.283921,0.313776,0.313776,2548478917
2019-09-19,0.313740,0.313814,0.287051,0.302441,0.302441,2314376584
2019-09-20,0.302455,0.302455,0.288729,0.294470,0.294470,1558069366
2019-09-21,0.294456,0.297573,0.287775,0.289443,0.289443,1266771269
2019-09-22,0.289460,0.289673,0.274316,0.278931,0.278931,1242282758
2019-09-23,0.278602,0.286114,0.268575,0.268675,0.268675,1484938724
2019-09-24,0.268686,0.272868,0.227052,0.235226,0.235226,2114210733
2019-09-25,0.235483,0.248962,0.234906,0.246441,0.246441,1800796894
2019-09-26,0.246448,0.250457,0.234037,0.243784,0.243784,1387714462
2019-09-27,0.243712,0.246306,0.236745,0.244021,0.244021,1277746422
2019-09-28,0.244023,0.245047,0.240754,0.242571,0.242571,978211509
2019-09-29,0.242592,0.243348,0.237544,0.241388,0.241388,931369885
2019-09-30,0.241383,0.260146,0.238320,0.255933,0.255933,1662002377
2019-10-01,0.256213,0.260526,0.247843,0.249565,0.249565,1319433697
2019-10-02,0.249618,0.254884,0.246791,0.253539,0.253539,1093145013
2019-10-03,0.253457,0.253503,0.244366,0.247860,0.247860,1043933395
2019-10-04,0.247924,0.256247,0.247425,0.253935,0.253935,1078860456
2019-10-05,0.253608,0.256505,0.249384,0.253457,0.253457,944304199
2019-10-06,0.253434,0.257705,0.252341,0.257705,0.257705,965338466
2019-10-07,0.257570,0.279092,0.255627,0.275685,0.275685,1938984643
2019-10-08,0.275829,0.283569,0.271744,0.278459,0.278459,1518125769
2019-10-09,0.278392,0.283725,0.274915,0.281627,0.281627,1579225264
2019-10-10,0.281551,0.281551,0.268893,0.272073,0.272073,1383555182
2019-10-11,0.272109,0.275936,0.268589,0.271099,0.271099,1265760690
2019-10-12,0.271115,0.278960,0.271074,0.273191,0.273191,1100066310
2019-10-13,0.273129,0.281705,0.272383,0.277765,0.277765,1176911158
2019-10-14,0.277626,0.296590,0.276666,0.296523,0.296523,1685629956
2019-10-15,0.296438,0.298265,0.284174,0.288702,0.288702,1686563830
2019-10-16,0.288895,0.292086,0.280962,0.284640,0.284640,1626378642
2019-10-17,0.284556,0.302481,0.282608,0.302315,0.302315,1807694164
2019-10-18,0.302340,0.302340,0.286964,0.295005,0.295005,1809664285
2019-10-19,0.294852,0.299229,0.289901,0.293022,0.293022,1768492071
2019-10-20,0.293042,0.297051,0.285773,0.294179,0.294179,1804228003
2019-10-21,0.294265,0.294720,0.289768,0.292979,0.292979,1609355490
2019-10-22,0.293019,0.301484,0.291104,0.291607,0.291607,1632212674
2019-10-23,0.291556,0.292737,0.260083,0.274143,0.274143,2172985938
2019-10-24,0.274101,0.281281,0.269274,0.278491,0.278491,1638078551
2019-10-25,0.278607,0.299947,0.277240,0.298165,0.298165,2486979029
2019-10-26,0.298039,0.310290,0.286818,0.293699,0.293699,3122465894
2019-10-27,0.293886,0.301481,0.289935,0.298100,0.298100,2237941946
2019-10-28,0.298143,0.302837,0.293587,0.296007,0.296007,2061536473
2019-10-29,0.295991,0.307984,0.295357,0.301956,0.301956,2125813360
2019-10-30,0.301913,0.305180,0.292403,0.296555,0.296555,1883224296
2019-10-31,0.296527,0.302379,0.290938,0.296358,0.296358,1666132252
2019-11-01,0.296389,0.296487,0.288932,0.292642,0.292642,1572251058
2019-11-02,0.292688,0.299039,0.292539,0.296263,0.296263,1460243469
2019-11-03,0.296272,0.297173,0.288818,0.291261,0.291261,1381510371
2019-11-04,0.291236,0.299949,0.290893,0.299937,0.299937,1647597869
2019-11-05,0.299906,0.304524,0.297917,0.301255,0.301255,1964177330
2019-11-06,0.301103,0.311605,0.298735,0.310086,0.310086,1790567871
2019-11-07,0.310175,0.313278,0.283395,0.292431,0.292431,2430065390
2019-11-08,0.292438,0.292612,0.274005,0.276953,0.276953,2026687432
2019-11-09,0.276863,0.282471,0.276328,0.280196,0.280196,1449652131
2019-11-10,0.280273,0.283117,0.276669,0.280204,0.280204,1557437413
2019-11-11,0.280164,0.281727,0.272008,0.275086,0.275086,1437677669
2019-11-12,0.275179,0.277042,0.270781,0.272418,0.272418,1404766289
2019-11-13,0.272379,0.275665,0.271303,0.273036,0.273036,1278922350
2019-11-14,0.272903,0.273868,0.268069,0.270391,0.270391,1264478184
2019-11-15,0.270463,0.271049,0.259878,0.261654,0.261654,1548251349
2019-11-16,0.261694,0.265443,0.260609,0.263886,0.263886,1195333401
2019-11-17,0.264009,0.269385,0.262832,0.265253,0.265253,1273573229
2019-11-18,0.265137,0.265514,0.249842,0.255653,0.255653,1452996115
2019-11-19,0.255646,0.258563,0.246971,0.256500,0.256500,1420685334
2019-11-20,0.256545,0.259139,0.250331,0.251364,0.251364,1319069498
2019-11-21,0.251316,0.253512,0.240784,0.243766,0.243766,1586333624
2019-11-22,0.243775,0.246417,0.225687,0.231600,0.231600,2012230945
2019-11-23,0.231574,0.236188,0.227707,0.236188,0.236188,1480512363
2019-11-24,0.236227,0.236373,0.223184,0.223184,0.223184,2932397174
2019-11-25,0.222832,0.225923,0.207013,0.218622,0.218622,9415068271
2019-11-26,0.218464,0.223212,0.214957,0.222145,0.222145,1322723640
2019-11-27,0.221845,0.228498,0.216199,0.225081,0.225081,1608881984
2019-11-28,0.225221,0.231131,0.224198,0.224570,0.224570,1244175231
2019-11-29,0.224623,0.231636,0.224129,0.230217,0.230217,1325761774
2019-11-30,0.230232,0.233615,0.224546,0.226474,0.226474,1160032624
2019-12-01,0.226466,0.226525,0.220253,0.225333,0.225333,1176237060
2019-12-02,0.225386,0.227203,0.217283,0.219581,0.219581,1187513777
2019-12-03,0.219516,0.223179,0.216675,0.219870,0.219870,1017648495
2019-12-04,0.219824,0.221770,0.212603,0.216348,0.216348,1427312577
2019-12-05,0.216249,0.226575,0.213965,0.222928,0.222928,1424294121
2019-12-06,0.222959,0.225858,0.220785,0.225505,0.225505,1253702621
2019-12-07,0.225492,0.228891,0.225390,0.228445,0.228445,1073561928
2019-12-08,0.228453,0.233737,0.226260,0.230435,0.230435,1117646358
2019-12-09,0.230433,0.231324,0.223183,0.225452,0.225452,1241659373
2019-12-10,0.225439,0.226251,0.221276,0.224302,0.224302,1191690782
2019-12-11,0.224241,0.224742,0.221290,0.222053,0.222053,1072062152
2019-12-12,0.222013,0.222692,0.218963,0.219859,0.219859,1287697362
2019-12-13,0.219827,0.221007,0.216930,0.220755,0.220755,1252707498
2019-12-14,0.220748,0.221742,0.216795,0.217356,0.217356,1078990952
2019-12-15,0.217573,0.220074,0.211347,0.218601,0.218601,1171149673
2019-12-16,0.218647,0.218908,0.206862,0.207225,0.207225,1486338425
2019-12-17,0.207189,0.207659,0.180494,0.183699,0.183699,2059426123
2019-12-18,0.184613,0.197512,0.178485,0.196176,0.196176,2136022808
2019-12-19,0.196289,0.197257,0.185322,0.190819,0.190819,1588179338
2019-12-20,0.190900,0.197967,0.186777,0.195316,0.195316,1765470385
2019-12-21,0.195340,0.196173,0.190614,0.194082,0.194082,1208597753
2019-12-22,0.193999,0.197370,0.192513,0.196978,0.196978,1261599021
2019-12-23,0.196958,0.198134,0.189891,0.190943,0.190943,1402992086
2019-12-24,0.190992,0.196885,0.189908,0.192198,0.192198,1255576963
2019-12-25,0.192288,0.192622,0.188474,0.190719,0.190719,1140140919
2019-12-26,0.190555,0.192518,0.188141,0.190394,0.190394,1177534639
2019-12-27,0.190403,0.192708,0.188502,0.191102,0.191102,1151157499
2019-12-28,0.191063,0.195286,0.190974,0.193222,0.193222,1168758140
2019-12-29,0.193116,0.198972,0.192524,0.197051,0.197051,1176573822
2019-12-30,0.197063,0.198716,0.193685,0.194474,0.194474,1247499610
2019-12-31,0.194518,0.194878,0.189969,0.192894,0.192894,1116761075
2020-01-01,0.192912,0.194362,0.192107,0.192667,0.192667,1041134003
2020-01-02,0.192708,0.192896,0.186947,0.188043,0.188043,1085351426
2020-01-03,0.187948,0.194070,0.185846,0.193521,0.193521,1270017043
2020-01-04,0.193521,0.194653,0.191835,0.194355,0.194355,999331594
2020-01-05,0.194367,0.199223,0.193884,0.195537,0.195537,1168067557
2020-01-06,0.195536,0.223832,0.195068,0.221510,0.221510,2301679290
2020-01-07,0.221576,0.223386,0.209047,0.213917,0.213917,2237698314
2020-01-08,0.213834,0.216704,0.205214,0.209026,0.209026,1782128652
2020-01-09,0.209110,0.209142,0.202589,0.204899,0.204899,1341130889
2020-01-10,0.204908,0.212403,0.201820,0.212306,0.212306,1693646276
2020-01-11,0.212097,0.218971,0.210054,0.211851,0.211851,1655817070
2020-01-12,0.212151,0.216371,0.211533,0.215633,0.215633,1496128430
2020-01-13,0.215624,0.215687,0.210601,0.212617,0.212617,1321442559
2020-01-14,0.212528,0.241832,0.212379,0.234687,0.234687,2639844916
2020-01-15,0.234504,0.240997,0.227920,0.232895,0.232895,2590278224
2020-01-16,0.232881,0.233568,0.224055,0.228574,0.228574,2066952513
2020-01-17,0.228725,0.243156,0.226576,0.238776,0.238776,2418043081
2020-01-18,0.238880,0.251187,0.233148,0.243286,0.243286,2391157804
2020-01-19,0.243367,0.249569,0.229278,0.235585,0.235585,2211717302
2020-01-20,0.235384,0.235748,0.225986,0.233296,0.233296,1723535818
2020-01-21,0.233340,0.240264,0.231539,0.237166,0.237166,1701652845
2020-01-22,0.237263,0.238689,0.234236,0.236056,0.236056,1517150861
2020-01-23,0.236173,0.236284,0.223069,0.226104,0.226104,1600294983
2020-01-24,0.226201,0.226314,0.215389,0.223041,0.223041,1706347379
2020-01-25,0.223049,0.223150,0.217737,0.220427,0.220427,1373179560
2020-01-26,0.220345,0.231344,0.219327,0.230686,0.230686,1583964764
2020-01-27,0.230532,0.234634,0.226982,0.231222,0.231222,1722593699
2020-01-28,0.231206,0.239931,0.230945,0.238488,0.238488,2052700894
2020-01-29,0.238691,0.241267,0.235322,0.235730,0.235730,1883265674
2020-01-30,0.235607,0.245961,0.231997,0.243642,0.243642,2125017678
2020-01-31,0.243618,0.244273,0.234905,0.239233,0.239233,1892170752
2020-02-01,0.239191,0.242612,0.237781,0.241455,0.241455,1592451417
2020-02-02,0.241321,0.259259,0.237002,0.250734,0.250734,2477130012
2020-02-03,0.250570,0.256370,0.248154,0.254627,0.254627,2156814065
2020-02-04,0.254557,0.269576,0.248820,0.266808,0.266808,2900951896
2020-02-05,0.266692,0.281039,0.266692,0.277468,0.277468,3332447611
2020-02-06,0.277542,0.285939,0.273494,0.282214,0.282214,3079150333
2020-02-07,0.282205,0.286520,0.277846,0.279284,0.279284,2372731517
2020-02-08,0.278878,0.280484,0.267578,0.277243,0.277243,2380993304
2020-02-09,0.277097,0.287235,0.276444,0.282457,0.282457,2343599758
2020-02-10,0.282486,0.283315,0.270231,0.274080,0.274080,2403459577
2020-02-11,0.273902,0.280746,0.267881,0.280141,0.280141,2383677083
2020-02-12,0.280272,0.307491,0.279948,0.304393,0.304393,4092541037
2020-02-13,0.304195,0.336142,0.303622,0.326706,0.326706,6473779289
2020-02-14,0.326363,0.337553,0.314526,0.334822,0.334822,4476902769
2020-02-15,0.335119,0.343972,0.302184,0.306236,0.306236,4282439063
2020-02-16,0.307265,0.318187,0.278036,0.295034,0.295034,4025339058
2020-02-17,0.294629,0.295218,0.271382,0.286572,0.286572,3690067847
2020-02-18,0.287010,0.300062,0.278746,0.297913,0.297913,3719318846
2020-02-19,0.297884,0.303685,0.277602,0.277602,0.277602,3096501889
2020-02-20,0.277138,0.281537,0.267330,0.272396,0.272396,3138024579
2020-02-21,0.272299,0.277900,0.270703,0.274938,0.274938,2626495845
2020-02-22,0.275345,0.276968,0.272305,0.275901,0.275901,2190665842
2020-02-23,0.275939,0.282868,0.275613,0.282711,0.282711,2313819448
2020-02-24,0.282590,0.283189,0.266478,0.270627,0.270627,2472100400
2020-02-25,0.270541,0.270824,0.253051,0.253412,0.253412,2590099692
2020-02-26,0.253371,0.255020,0.229383,0.230851,0.230851,3273784862
2020-02-27,0.231092,0.246190,0.226173,0.237116,0.237116,2775673347
2020-02-28,0.237111,0.243244,0.230776,0.236296,0.236296,2468502732
2020-02-29,0.236521,0.241962,0.231193,0.231193,0.231193,2061348763
2020-03-01,0.231105,0.235818,0.225707,0.228846,0.228846,2086828072
2020-03-02,0.228935,0.240349,0.227327,0.238747,0.238747,2466061224
2020-03-03,0.238669,0.238753,0.231990,0.234381,0.234381,2524293730
