Date,Open,High,Low,Close,Adj Close,Volume
2020-03-04,0.234545,0.237961,0.231826,0.234530,0.234530,2280839542
2020-03-05,0.234555,0.242870,0.234555,0.239582,0.239582,2299594699
2020-03-06,0.239490,0.245920,0.239113,0.244088,0.244088,2423236344
2020-03-07,0.243970,0.244635,0.237024,0.237071,0.237071,2109420975
2020-03-08,0.237110,0.237110,0.206826,0.206904,0.206904,2627253062
2020-03-09,0.206683,0.211439,0.200741,0.209181,0.209181,2796925948
2020-03-10,0.209721,0.215253,0.206584,0.212235,0.212235,2317233373
2020-03-11,0.212293,0.213445,0.201465,0.208096,0.208096,2130165442
2020-03-12,0.208205,0.209124,0.139635,0.139635,0.139635,3547958418
2020-03-13,0.140524,0.164772,0.115093,0.159352,0.159352,5160523077
2020-03-14,0.159240,0.160035,0.145685,0.147292,0.147292,2310448365
2020-03-15,0.147293,0.162150,0.146127,0.153902,0.153902,2197842519
2020-03-16,0.153885,0.153885,0.133220,0.141063,0.141063,2646513874
2020-03-17,0.140982,0.150964,0.140982,0.144524,0.144524,2134494360
2020-03-18,0.144673,0.146911,0.140783,0.143100,0.143100,1964626837
2020-03-19,0.143159,0.170475,0.143130,0.165037,0.165037,2590533670
2020-03-20,0.165092,0.173812,0.149187,0.156868,0.156868,2946481356
2020-03-21,0.156715,0.160544,0.153647,0.158179,0.158179,2068099167
2020-03-22,0.158121,0.161106,0.149621,0.150214,0.150214,1864979798
2020-03-23,0.149929,0.157933,0.149190,0.157419,0.157419,2117431211
2020-03-24,0.157574,0.163493,0.156824,0.162255,0.162255,2155981658
2020-03-25,0.162290,0.163891,0.158634,0.161633,0.161633,2096308696
2020-03-26,0.161680,0.175916,0.160422,0.175019,0.175019,2236102811
2020-03-27,0.175003,0.186385,0.170564,0.176195,0.176195,2849306896
2020-03-28,0.175932,0.179475,0.167561,0.175783,0.175783,2689925753
2020-03-29,0.175680,0.176066,0.163225,0.163829,0.163829,1996124443
2020-03-30,0.163762,0.174170,0.163176,0.172171,0.172171,2131319206
2020-03-31,0.172134,0.177883,0.171549,0.174563,0.174563,2101862050
2020-04-01,0.174315,0.175323,0.169134,0.175323,0.175323,2053108172
2020-04-02,0.175180,0.183321,0.174310,0.178640,0.178640,2352651038
2020-04-03,0.178769,0.182728,0.176886,0.179467,0.179467,2106869711
2020-04-04,0.179612,0.182300,0.178305,0.181732,0.181732,1793826153
2020-04-05,0.181764,0.181996,0.177277,0.179406,0.179406,1660971367
2020-04-06,0.179628,0.195865,0.179359,0.195506,0.195506,2529832372
2020-04-07,0.195686,0.203868,0.191207,0.192093,0.192093,2626151910
2020-04-08,0.192137,0.201275,0.191408,0.200869,0.200869,2091042647
2020-04-09,0.200973,0.201336,0.195926,0.198257,0.198257,1878628668
2020-04-10,0.198156,0.198783,0.183706,0.187464,0.187464,2105282079
2020-04-11,0.187451,0.192394,0.186113,0.188063,0.188063,1847482831
2020-04-12,0.188229,0.193848,0.187617,0.190135,0.190135,2087857417
2020-04-13,0.190533,0.190533,0.181808,0.187732,0.187732,2253497429
2020-04-14,0.187808,0.188985,0.184262,0.185335,0.185335,1889687587
2020-04-15,0.185360,0.189266,0.181155,0.181270,0.181270,1963736221
2020-04-16,0.181254,0.191235,0.177414,0.190104,0.190104,2610251456
2020-04-17,null,null,null,null,null,null
2020-04-18,0.189911,0.195356,0.189820,0.194925,0.194925,1918245143
2020-04-19,0.195004,0.196344,0.190793,0.190859,0.190859,1904866741
2020-04-20,0.190821,0.194900,0.181831,0.183490,0.183490,2364973860
2020-04-21,0.183337,0.185644,0.182762,0.184328,0.184328,1912728846
2020-04-22,0.184175,0.189676,0.183120,0.187970,0.187970,1783803231
2020-04-23,0.187889,0.194790,0.186766,0.191711,0.191711,2271111354
2020-04-24,0.191876,0.196722,0.191710,0.193665,0.193665,1853837706
2020-04-25,0.193685,0.196545,0.193140,0.195054,0.195054,1648491142
2020-04-26,0.195033,0.197215,0.194504,0.196805,0.196805,1692427521
2020-04-27,0.196700,0.199275,0.195437,0.197978,0.197978,1792695610
2020-04-28,0.198046,0.218108,0.196372,0.215484,0.215484,2515531348
2020-04-29,0.215562,0.229627,0.213436,0.227432,0.227432,3041995823
2020-04-30,0.227169,0.235703,0.211577,0.212761,0.212761,3145263527
2020-05-01,0.212858,0.224771,0.212795,0.219248,0.219248,2306876493
2020-05-02,0.219275,0.225606,0.217248,0.223914,0.223914,2170661654
2020-05-03,0.224064,0.226340,0.217737,0.219414,0.219414,2182399826
2020-05-04,0.219451,0.220608,0.210598,0.218963,0.218963,2462194723
2020-05-05,0.218910,0.221752,0.215441,0.216463,0.216463,2104127661
2020-05-06,0.216284,0.222338,0.215210,0.215210,0.215210,2159327467
2020-05-07,0.215492,0.220939,0.213040,0.218917,0.218917,2582702615
2020-05-08,0.218837,0.221909,0.215489,0.219827,0.219827,2460030844
2020-05-09,0.219663,0.224728,0.216803,0.216902,0.216902,2543805062
2020-05-10,0.217133,0.217133,0.190549,0.198176,0.198176,3067472277
2020-05-11,0.198162,0.200186,0.188483,0.194064,0.194064,2470709527
